"id","institutioncode","collectioncode","catalognumber","gen_sp","subspecies","identifiedby","latitude","longitude","id_grid"
3798,"NY","NY","898655","Barbacenia_glauca",NA,"LB Smith",-18.4581810723501,-43.7407994499746,708
3800,"NY","NY","898588","Barbacenia_pallida",NA,"LB Smith",-18.17,-43.55,668
3803,"NY","NY","376185","Vellozia_caudata",NA,"R Mello-Silva",-13.53,-41.95,391
3804,"NY","NY","898724","Vellozia_epidendroides",NA,"LB Smith",-18.18,-43.55,668
3806,"NY","NY","376216","Vellozia_furcata",NA,"R Mello-Silva",-13.53,-41.9,391
3810,"NY","NY","898998","Vellozia_resinosa",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
3812,"NY","NY","898568","Barbacenia_exscapa",NA,"LB Smith",-18.43185,-43.391944,708
3816,"NY","NY","898721","Vellozia_epidendroides",NA,"LB Smith",-19.388386,-43.539757,748
3823,"NY","NY","898628","Barbacenia_filamentifera",NA,"LB Smith",-18.4581810723501,-43.7407994499746,708
3825,"NY","NY","910006","Vellozia_variabilis",NA,"R Mello-Silva",-18.4581810723501,-43.7407994499746,708
3829,"NY","NY","898851","Vellozia_breviscapa",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
3833,"NY","NY","898780","Vellozia_glandulifera",NA,"LB Smith",-18.2531772779915,-43.6004898201051,668
3834,"NY","NY","899040","Vellozia_variabilis",NA,"LB Smith",-16.73193,-47.6,581
3843,"NY","NY","898834","Vellozia_barbata",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
3848,"NY","NY","898944","Vellozia_hirsuta",NA,"R Mello-Silva",-18.4581810723501,-43.7407994499746,708
3850,"NY","NY","822470","Vellozia_froesii",NA,"R Mello-Silva",-13.32,-41.85,351
3853,"NY","NY","898972","Vellozia_declinans",NA,"LB Smith",-18.24015,-43.6007,668
3854,"NY","NY","898943","Vellozia_hirsuta",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
3857,"NY","NY","376176","Vellozia_caruncularis",NA,"LB Smith",-19.288549,-43.554488,748
3858,"NY","NY","376217","Vellozia_furcata",NA,"R Mello-Silva",-13.53,-41.93,391
3859,"NY","NY","898735","Vellozia_coronata",NA,"R Mello-Silva",-18.4,-43.7117,708
3860,"NY","NY","898606","Barbacenia_fulva",NA,"LB Smith",-18.27,-43.7,668
3861,"NY","NY","898774","Vellozia_squamata",NA,"LB Smith",-16.03,-48.05,541
3864,"NY","NY","898868","Vellozia_declinans",NA,"LB Smith",-18.2531772779915,-43.6004898201051,668
3865,"NY","NY","898698","Barbacenia_longiflora",NA,"LB Smith",-18.2531772779915,-43.6004898201051,668
3869,"NY","NY","898672","Vellozia_aloifolia",NA,"R Mello-Silva",-18.0833,-43.7833,668
3870,"NY","NY","818429","Vellozia_albiflora",NA,"LB Smith",-15.6555,-47.784722,501
3871,"NY","NY","898973","Vellozia_declinans",NA,"LB Smith",-18.325,-43.6897,708
3877,"NY","NY","1039479","Vellozia_minima",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
3878,"NY","NY","898710","Vellozia_epidendroides",NA,"LB Smith",-18.179837,-43.52971,668
3882,"NY","NY","898936","Vellozia_hirsuta",NA,"R Mello-Silva",-16.5631441886376,-42.889540899897,589
3884,"NY","NY","822459","Vellozia_caudata",NA,"R Mello-Silva",-13.28,-41.9,351
3890,"NY","NY","898708","Vellozia_epidendroides",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
3891,"NY","NY","898776","Vellozia_geotegens",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
3893,"NY","NY","898779","Vellozia_glandulifera",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
3895,"NY","NY","910019","Vellozia_variabilis",NA,"LB Smith",-18.4581810723501,-43.7407994499746,708
3896,"NY","NY","898929","Vellozia_hirsuta",NA,"R Mello-Silva",-17.0684541688631,-43.309069193446,589
3901,"NY","NY","898653","Barbacenia_globata",NA,"LB Smith",-18.2531772779915,-43.6004898201051,668
3902,"NY","NY","376226","Vellozia_furcata",NA,"R Mello-Silva",-13.53,-41.97,391
3903,"NY","NY","898739","Vellozia_coronata",NA,"LB Smith",-18.4581810723501,-43.7407994499746,708
3906,"NY","NY","898587","Barbacenia_pallida",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
3907,"NY","NY","898576","Barbacenia_rubrovirens",NA,"R Mello-Silva",-18.0833,-43.7833,668
3910,"NY","NY","898740","Vellozia_coronata",NA,"LB Smith",-18.4581810723501,-43.7407994499746,708
3915,"NY","NY","1039486","Vellozia_hirsuta",NA,"R Mello-Silva",-16.96369,-43.53744,588
3917,"NY","NY","898746","Vellozia_caruncularis",NA,"LB Smith",-18.4495809958804,-43.6557937420119,708
3918,"NY","NY","776981","Vellozia_furcata",NA,"R Mello-Silva",-13.5539,-41.8458,391
3919,"NY","NY","898781","Vellozia_glandulifera",NA,"LB Smith",-18.4581810723501,-43.7407994499746,708
3922,"NY","NY","910052","Vellozia_variabilis",NA,"LB Smith",-15.7834208090807,-47.9298726661488,501
3923,"NY","NY","823397","Vellozia_froesii",NA,"R Mello-Silva",-13.07,-41.9,351
3925,"NY","NY","376215","Vellozia_furcata",NA,"R Mello-Silva",-13.52,-42,391
3930,"NY","NY","898948","Vellozia_marcescens",NA,"LB Smith",-16.5631441886376,-42.889540899897,589
3933,"NY","NY","898707","Vellozia_epidendroides",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
3939,"NY","NY","898642","Barbacenia_latifolia",NA,"R Mello-Silva",-18.2531772779915,-43.6004898201051,668
3941,"NY","NY","899044","Vellozia_variabilis",NA,"LB Smith",-18.4495809958804,-43.6557937420119,708
